gender,workActivity,occupationIndustry,totalIncome,relationshipStatus,habitationStatus,schoolAttendance,schools,age,cust_id_new,em_elig,dm_elig,lang
Other,fulltime,4451 Grocery stores,75806.5,Single,With Parent,,,48,141560,N,N,E
Male,parttime,5611 Office administrative services,415858.35,Married,With Spouse,,,69,141561,Y,Y,F
Male,fulltime,5415 Computer systems design and related services,36534.35,Divorced,With Parent,,,54,141562,Y,Y,E
Female,parttime,5221 Depository credit intermediation,419544.25,Separate,With Parent,,,63,141563,Y,Y,E
Male,fulltime,,400000,Single,With Parent,Middle,1,27,141564,N,Y,F
Male,fulltime,,400000,Married,With Spouse,,,57,141565,Y,N,E
Male,fulltime,"5416 Management, scientific and technical consulting services",53377.5,Married,With Spouse,,,46,141566,Y,Y,E
Female,fulltime,Retired,55083.7,Widowed,,,,50,141567,Y,Y,F
Other,fulltime,Retired,73918.6,Widowed,,,,49,141568,N,Y,E
Female,fulltime,,400000,Single,With Parent,College,,26,141569,Y,Y,E
Male,fulltime,8121 Personal care services,37560,Married,With Spouse,,,36,141570,Y,N,F
Male,fulltime,,400000,Single,With Parent,Middle,1,27,141571,Y,Y,E
Other,parttime,"5412 Accounting, tax preparation, bookkeeping and payroll services",414290.32,Single,With Parent,Apprenticeship,,31,141572,N,Y,E
Female,fulltime,,400000,Single,With Parent,Middle,1,27,141573,Y,Y,F
Other,fulltime,,400000,Single,With Parent,Secondary,1,32,141574,Y,Y,E
Female,fulltime,5622 Waste treatment and disposal,42125.6,Single,With Spouse,,,45,141575,Y,N,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,30,141576,N,Y,F
Male,fulltime,,400000,Single,With Parent,,,48,141577,Y,Y,E
Female,parttime,"5413 Architectural, engineering and related services",412372.36,Married,With Spouse,Apprenticeship,,34,141578,Y,Y,E
Female,fulltime,Retired,37058,Widowed,,,,44,141579,Y,Y,F
Male,parttime,9112-9119 Other federal services,415813.93,Single,,College,,33,141580,N,N,E
Female,fulltime,Retired,422521.1,Married,With Spouse,,,74,141581,Y,Y,E
Male,fulltime,,400000,Single,With Parent,Secondary,1,32,141582,Y,Y,F
Male,fulltime,Retired,418090.1,Married,With Spouse,,,43,141583,Y,Y,E
Male,parttime,8121 Personal care services,408250,Single,With Parent,Apprenticeship,,30,141584,N,Y,E
Female,parttime,"9130 Local, municipal and regional public administration (9131 and 9",414285.3,Married,With Spouse,,,55,141585,Y,N,F
Female,fulltime,Retired,85672.3,Single,,,,49,141586,Y,Y,E
Female,fulltime,6230 Nursing and residential care facilities (6231 to 6239),48973.9,Separate,Group,,,62,141587,Y,Y,E
Other,fulltime,Retired,408173.2,Married,With Spouse,,,40,141588,N,Y,F
Female,parttime,"4145 Pharmaceuticals, toiletries, cosmetics and sundries wholesaler-",405083.65,Single,With Parent,Apprenticeship,,30,141589,Y,Y,E
Female,parttime,8141 Private households,427915.1,Married,With Spouse,,,54,141590,Y,N,E
Male,fulltime,,400000,Married,With Spouse,,,35,141591,Y,Y,F
Male,fulltime,5221 Depository credit intermediation,56361.5,Married,With Spouse,,,55,141592,N,Y,E
Male,parttime,6243 Vocational rehabilitation services,410051.8,Single,With Parent,Apprenticeship,,31,141593,Y,Y,E
Female,fulltime,5415 Computer systems design and related services,64551.55,Single,,,,66,141594,Y,Y,F
Female,fulltime,Retired,36112.3,Widowed,,,,39,141595,Y,N,E
Female,fulltime,"5111 Newspaper, periodical, book and director publishers",67408.4,Married,With Spouse,,,54,141596,N,Y,E
Male,fulltime,3152 Cut and sew clothing manufacturing,36374,Married,With Spouse,,,37,141597,Y,Y,F
Female,fulltime,,400000,Single,With Parent,Secondary,1,31,141598,Y,Y,E
Male,fulltime,Retired,59000.9,Widowed,,,,58,141599,Y,Y,E
Male,fulltime,3119 Other food manufacturing,37977.5,Single,Group,,,45,141600,N,N,F
Other,parttime,7221 Full-service restaurants,433605.3,Married,With Spouse,,,58,141601,Y,Y,E
Female,fulltime,5616 Investigation and security services,109173.9,Married,With Spouse,,,50,141602,Y,Y,E
Male,fulltime,6241 Individual and family services,42291.7,Divorced,With Spouse,,,47,141603,Y,Y,F
Female,fulltime,3121 Beverage manufacturing,61269.3,Widowed,,,,66,141604,N,Y,E
Other,fulltime,5414 Specialized design services,36694,Married,With Spouse,,,40,141605,Y,N,E
Male,fulltime,"5418 Advertising, public relations, and related services",60952.3,Single,With Spouse,,,58,141606,Y,Y,F
Other,parttime,6212 Offices of dentists,411085.69,Married,With Spouse,Apprenticeship,,30,141607,Y,Y,E
Female,fulltime,"9130 Local, municipal and regional public administration (9131 and 9",35238.3,Divorced,Group,,,56,141608,N,Y,E
Female,fulltime,5312 Offices of real estate agents and brokers,49178.6,Married,With Spouse,,,53,141609,Y,Y,F
Female,parttime,4541 Electronic shopping and mail-order houses,417409.85,Married,With Spouse,,,56,141610,Y,N,E
Female,parttime,"5242 Agencies, brokerages and other insurance related activities",433056.2,Divorced,Group,,,74,141611,Y,Y,E
Other,parttime,"5413 Architectural, engineering and related services",421324.65,Married,With Spouse,,,65,141612,N,Y,F
Male,parttime,3261 Plastic product manufacturing,410792.65,Married,With Spouse,Apprenticeship,,34,141613,Y,Y,E
Male,parttime,5221 Depository credit intermediation,411381.55,Divorced,With Spouse,,,54,141614,Y,Y,E
Female,parttime,"2211 Electric power generation, transmission and distribution",408762.49,Married,With Spouse,Apprenticeship,,32,141615,Y,N,F
Male,parttime,8133 Social advocacy organizations,430089.35,Married,With Spouse,,,68,141616,N,Y,E
Male,fulltime,4451 Grocery stores,117188.5,Single,,,,44,141617,Y,Y,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,29,141618,Y,Y,F
Male,fulltime,"4413 Automotive parts, accessories and tire stores",50370,Single,With Spouse,,,35,141619,Y,Y,E
Male,fulltime,6116 Other school and instruction,66798.3,Separate,,,,67,141620,N,N,E
Male,fulltime,6111 Elementary and secondary schools,102268.35,Single,,,,60,141621,Y,Y,F
Female,parttime,3118 Bakeries and tortilla manufacturing,411595.54,Single,With Parent,College,,25,141622,Y,Y,E
Female,fulltime,Retired,415894.9,Married,With Spouse,,,41,141623,Y,Y,E
Male,fulltime,,400000,Single,With Spouse,,,49,141624,N,Y,F
Male,fulltime,,400000,Single,With Parent,Apprenticeship,,34,141625,Y,N,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,30,141626,Y,Y,E
Female,fulltime,7222 Limited-service restaurants,432290.5,Married,With Spouse,,,44,141627,Y,Y,F
Female,parttime,"5413 Architectural, engineering and related services",432978,Divorced,Group,,,48,141628,N,Y,E
Male,fulltime,,400000,Single,With Parent,Middle,1,27,141629,Y,Y,E
Female,parttime,5221 Depository credit intermediation,434764.4,Married,With Spouse,,,51,141630,Y,N,F
Male,fulltime,6220 Hospitals (6221 to 6223),119743.75,Divorced,,,,63,141631,Y,Y,E
Female,parttime,6111 Elementary and secondary schools,431311.05,Married,With Spouse,,,56,141632,N,Y,E
Female,parttime,5415 Computer systems design and related services,410692,Single,With Parent,Apprenticeship,,32,141633,Y,Y,F
Other,fulltime,Retired,42994.7,Married,With Spouse,,,52,141634,Y,Y,E
Male,fulltime,Retired,54018.3,Divorced,,,,75,141635,Y,N,E
Female,fulltime,Retired,44888.9,Married,With Spouse,,,41,141636,N,Y,F
Male,parttime,4144 Personal goods wholesaler-distributors,429289.35,Married,With Spouse,,,61,141637,Y,Y,E
Female,parttime,5324 Commercial and industrial machinery and equipment rental and le,423736.9,Married,With Spouse,,,52,141638,Y,Y,E
Male,fulltime,"9130 Local, municipal and regional public administration (9131 and 9",55793.4,Married,With Spouse,,,56,141639,Y,Y,F
Male,fulltime,5241 Insurance carriers,75924,Married,With Spouse,,,41,141640,N,N,E
Female,fulltime,5151 Radio and television broadcasting,431352,Single,With Spouse,,,42,141641,Y,Y,E
Female,fulltime,Retired,143826.9,Single,,,,56,141642,Y,Y,F
Male,fulltime,Retired,423423.4,Widowed,With Parent,,,75,141643,Y,Y,E
Female,fulltime,5241 Insurance carriers,61875,Single,Group,,,39,141644,N,Y,E
Male,parttime,5221 Depository credit intermediation,421434.85,Single,With Parent,,,54,141645,Y,N,F
Female,parttime,"8139 Business, professional, labour and other membership organizatio",411183.7,Single,With Parent,Apprenticeship,,29,141646,Y,Y,E
Female,fulltime,5221 Depository credit intermediation,96428,Single,,,,40,141647,Y,Y,E
Female,fulltime,4441 Building material and supplies dealers,425969.02,Single,Group,Apprenticeship,,32,141648,N,Y,F
Female,fulltime,5322 Consumer goods rental,59060,Single,,,,35,141649,Y,Y,E
Male,parttime,3261 Plastic product manufacturing,413429,Married,With Spouse,,,42,141650,Y,N,E
Female,fulltime,,400000,Married,With Spouse,,,66,141651,Y,Y,F
Male,fulltime,5121 Motion picture and video industries,46520,Single,With Parent,,,37,141652,N,Y,E
Male,fulltime,5221 Depository credit intermediation,37958.8,Single,With Parent,,,45,141653,Y,Y,E
Male,fulltime,,400000,Married,With Spouse,,,65,141654,Y,Y,F
Male,fulltime,4461 Health and personal care stores,118338,Divorced,With Parent,,,53,141655,Y,N,E
Other,fulltime,"5418 Advertising, public relations, and related services",42977.05,Married,With Spouse,,,67,141656,N,Y,E
Male,fulltime,5241 Insurance carriers,38633.1,Married,With Spouse,,,58,141657,Y,Y,F
Female,fulltime,4911 Postal service,52476.8,Separate,With Spouse,,,53,141658,Y,Y,E
Other,fulltime,2361 Residential building construction,420713,Married,With Spouse,,,39,141659,Y,Y,E
Male,fulltime,7139 Other amusement and recreation industries,42265.95,Married,,,,57,141660,N,N,F
Female,fulltime,6220 Hospitals (6221 to 6223),95918.9,Single,,,,53,141661,Y,Y,E
Female,fulltime,Retired,37324,Widowed,,,,62,141662,Y,Y,E
Female,fulltime,Retired,113008.7,Widowed,,,,41,141663,Y,Y,F
Female,parttime,5411 Legal services,420513.7,Married,With Spouse,,,56,141664,N,Y,E
Female,fulltime,5223 Activities related to credit intermediation,49030.25,Single,With Spouse,,,62,141665,Y,N,E
Male,parttime,7139 Other amusement and recreation industries,414243.13,Married,,Apprenticeship,,29,141666,Y,Y,F
Female,fulltime,6230 Nursing and residential care facilities (6231 to 6239),159999.95,Single,,,,71,141667,Y,Y,E
Other,parttime,3335 Metalworking machinery manufacturing,418030.21,Single,With Parent,Apprenticeship,,29,141668,N,Y,E
Male,fulltime,Retired,55377.7,Widowed,,,,59,141669,Y,Y,F
Male,fulltime,,400000,Single,With Parent,Secondary,1,28,141670,Y,N,E
Female,fulltime,Retired,433604.2,Widowed,,,,76,141671,Y,Y,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,28,141672,N,Y,F
Male,parttime,6216 Home health care services,407439.52,Single,With Parent,College,,34,141673,Y,Y,E
Male,fulltime,5221 Depository credit intermediation,84556.05,Single,,,,63,141674,Y,Y,E
Male,fulltime,Retired,427455.4,Married,With Spouse,,,77,141675,Y,N,F
Female,fulltime,4521 Department stores,427027,Single,With Spouse,,,42,141676,N,Y,E
Female,fulltime,"5418 Advertising, public relations, and related services",433571,Married,With Spouse,,,39,141677,Y,Y,E
Female,fulltime,Retired,49460.6,Widowed,,,,49,141678,Y,Y,F
Male,parttime,5241 Insurance carriers,432179.3,Married,With Spouse,,,59,141679,Y,Y,E
Female,fulltime,7221 Full-service restaurants,52245.6,Married,With Spouse,,,43,141680,N,N,E
Male,fulltime,6212 Offices of dentists,38096.85,Single,,Apprenticeship,,29,141681,Y,Y,F
Female,parttime,6230 Nursing and residential care facilities (6231 to 6239),408867.1,Single,With Parent,Apprenticeship,,28,141682,Y,Y,E
Female,fulltime,"4512 Book, periodical and musical stores",95916.7,Single,,,,48,141683,Y,Y,E
Female,fulltime,"7114 Agents and managers for artists, athletes, entertainers and oth",46567,Married,With Spouse,,,37,141684,N,Y,F
Male,parttime,7211 Traveller accommodations,433423.85,Married,With Spouse,,,71,141685,Y,N,E
Female,fulltime,,400000,Single,With Parent,College,,34,141686,Y,Y,E
Female,fulltime,,400000,Married,With Spouse,,,51,141687,Y,Y,F
Male,fulltime,"5412 Accounting, tax preparation, bookkeeping and payroll services",35046,Married,With Spouse,,,41,141688,N,Y,E
Male,parttime,6211 Offices of physicians,416969.26,Single,With Parent,College,,34,141689,Y,Y,E
Male,parttime,5611 Office administrative services,409567.69,Single,With Parent,Apprenticeship,,33,141690,Y,N,F
Female,parttime,6241 Individual and family services,433917.4,Married,With Spouse,,,50,141691,Y,Y,E
Male,fulltime,4854 School and employee bus transportation,35761.55,Married,With Spouse,,,55,141692,N,Y,E
Female,parttime,3341 Computer and peripheral equipment manufacturing,405680.95,Single,With Parent,College,,33,141693,Y,Y,F
Male,fulltime,3115 Dairy product manufacturing,128430.5,Widowed,,,,66,141694,Y,Y,E
Female,fulltime,Retired,413740.3,Widowed,Group,,,42,141695,Y,N,E
Female,fulltime,"5242 Agencies, brokerages and other insurance related activities",117521.95,Single,,,,60,141696,N,Y,F
Male,parttime,4131 Food wholesaler-distributors,433869.8,Married,With Spouse,,,59,141697,Y,Y,E
Female,fulltime,5415 Computer systems design and related services,424309,Married,With Spouse,,,34,141698,Y,Y,E
Female,fulltime,"5413 Architectural, engineering and related services",39365,Single,With Parent,,,40,141699,Y,Y,F
Other,fulltime,6220 Hospitals (6221 to 6223),39871.65,Separate,Group,,,60,141700,N,N,E
Female,parttime,5616 Investigation and security services,416509,Single,With Spouse,,,36,141701,Y,Y,E
Female,fulltime,8141 Private households,431599,Married,With Spouse,,,35,141702,Y,Y,F
Male,fulltime,,400000,Single,With Parent,College,,34,141703,Y,Y,E
Male,parttime,"5419 Other professional, scientific and technical services",408409.06,Single,With Parent,College,,26,141704,N,Y,E
Female,fulltime,4411 Automobile dealers,432275.32,Single,With Parent,Apprenticeship,,31,141705,Y,N,F
Female,fulltime,4911 Postal service,423441.22,Single,,Apprenticeship,,32,141706,Y,Y,E
Male,fulltime,7112 Spectator sports,54886.05,Married,With Spouse,,,54,141707,Y,Y,E
Male,fulltime,4441 Building material and supplies dealers,74119.95,Single,,,,68,141708,N,Y,F
Male,parttime,2361 Residential building construction,419976,Single,With Parent,,,39,141709,Y,Y,E
Male,fulltime,4183 Agricultural supplies wholesaler-distributors,426230,Married,With Spouse,,,43,141710,Y,N,E
Male,parttime,5121 Motion picture and video industries,420788.85,Married,With Spouse,,,72,141711,Y,Y,F
Female,fulltime,,400000,Single,With Spouse,College,,34,141712,N,Y,E
Male,fulltime,6112 Community colleges and C.E.G.E.P.s,59922.72,Single,,College,,25,141713,Y,Y,E
Female,parttime,3254 Pharmaceutical and medicine manufacturing,430671.3,Married,With Spouse,,,53,141714,Y,Y,F
Female,fulltime,5221 Depository credit intermediation,81398.9,Married,With Spouse,,,49,141715,Y,N,E
Female,fulltime,5171 Wired telecommunications carriers,40126,Single,,,,36,141716,N,Y,E
Male,fulltime,5231 Securities and commodity contracts intermediation and brokerage,247154,Single,,,,42,141717,Y,Y,F
Female,fulltime,,400000,Single,With Parent,Secondary,1,32,141718,Y,Y,E
Female,parttime,6113 Universities,413473.57,Single,With Parent,Apprenticeship,,27,141719,Y,Y,E
Female,fulltime,5221 Depository credit intermediation,45404.3,Married,With Spouse,,,63,141720,N,N,F
Male,fulltime,6220 Hospitals (6221 to 6223),426606,Married,With Spouse,,,39,141721,Y,Y,E
Female,fulltime,"4179 Other machinery, equipment and supplies wholesaler-distributors",69553.3,Married,With Spouse,,,70,141722,Y,Y,E
Female,fulltime,5621 Waste collection,43897.8,Married,With Spouse,,,57,141723,Y,Y,F
Male,fulltime,5313 Activities related to real estate,39006,Divorced,Group,,,50,141724,N,Y,E
Female,fulltime,5616 Investigation and security services,42471,Married,With Spouse,,,45,141725,Y,N,E
Male,fulltime,7222 Limited-service restaurants,35707.1,Married,With Spouse,,,45,141726,Y,Y,F
Male,parttime,3379 Other furniture-related product manufacturing,418976.25,Married,With Spouse,,,65,141727,Y,Y,E
Female,fulltime,Retired,427976.9,Married,With Spouse,,,40,141728,N,Y,E
Female,parttime,"5416 Management, scientific and technical consulting services",414769.15,Married,With Spouse,Apprenticeship,,29,141729,Y,Y,F
Male,fulltime,,400000,Single,Group,Secondary,1,31,141730,Y,N,E
Male,parttime,5221 Depository credit intermediation,405497.8,Single,With Parent,Apprenticeship,,28,141731,Y,Y,E
Female,fulltime,Retired,411420.5,Widowed,Group,,,75,141732,N,Y,F
Male,fulltime,5411 Legal services,51248.6,Married,With Spouse,,,57,141733,Y,Y,E
Female,parttime,6211 Offices of physicians,409368.7,Single,With Parent,College,,25,141734,Y,Y,E
Female,parttime,7222 Limited-service restaurants,412138.72,Single,Group,Apprenticeship,,31,141735,Y,N,F
Male,parttime,"9130 Local, municipal and regional public administration (9131 and 9",414450.37,Married,With Spouse,Apprenticeship,,32,141736,N,Y,E
Male,fulltime,3118 Bakeries and tortilla manufacturing,421003.51,Single,,Apprenticeship,,27,141737,Y,Y,E
Female,fulltime,Retired,425274.9,Married,With Spouse,,,77,141738,Y,Y,F
Female,fulltime,7132 Gambling industries,54222.5,Married,With Spouse,,,57,141739,Y,Y,E
Female,fulltime,6211 Offices of physicians,126392.75,Married,With Spouse,,,67,141740,N,N,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,29,141741,Y,Y,F
Other,fulltime,,400000,Divorced,With Spouse,,,53,141742,Y,Y,E
Other,fulltime,Retired,85042.3,Widowed,,,,39,141743,Y,Y,E
Female,fulltime,4422 Home furniture stores,40481,Married,With Spouse,,,40,141744,N,Y,F
Male,parttime,6241 Individual and family services,416329.5,Separate,With Parent,,,47,141745,Y,N,E
Male,fulltime,6113 Universities,45678.6,Married,With Spouse,,,53,141746,Y,Y,E
Female,fulltime,Retired,44977.1,Widowed,Group,,,75,141747,Y,Y,F
Male,parttime,4121 Petroleum product wholesaler-distributors,425458.7,Divorced,With Spouse,,,63,141748,N,Y,E
Male,parttime,3339 Other general-purpose machinery manufacturing,424681,Married,With Spouse,,,70,141749,Y,Y,E
Female,fulltime,9120 Provincial and territorial public administration (9121 to 9129),90117.45,Divorced,,,,58,141750,Y,N,F
Male,fulltime,7222 Limited-service restaurants,41267,Married,With Spouse,,,38,141751,Y,Y,E
Male,fulltime,Retired,46676.7,Widowed,,,,50,141752,N,Y,E
Female,fulltime,6212 Offices of dentists,70730.75,Married,With Spouse,,,58,141753,Y,Y,F
Female,fulltime,Retired,434706.7,Widowed,Group,,,50,141754,Y,Y,E
Female,parttime,4931 Warehousing and storage,425172.15,Married,With Spouse,,,65,141755,Y,N,E
Female,fulltime,6244 Child day-care services,56047.55,Married,With Spouse,,,53,141756,N,Y,F
Female,parttime,4481 Clothing stores,417550.5,Separate,With Parent,,,47,141757,Y,Y,E
Female,fulltime,Retired,411663.4,Married,With Spouse,,,40,141758,Y,Y,E
Female,fulltime,,400000,Widowed,,,,68,141759,Y,Y,F
Female,fulltime,5191 Other information services,86137.7,Married,With Spouse,,,53,141760,N,N,E
Female,fulltime,"2211 Electric power generation, transmission and distribution",40209.18,Single,With Parent,Apprenticeship,,32,141761,Y,Y,E
Female,fulltime,6220 Hospitals (6221 to 6223),50311.35,Married,With Spouse,,,53,141762,Y,Y,F
Male,fulltime,6215 Medical and diagnostic laboratories,39900.95,Divorced,Group,,,66,141763,Y,Y,E
Male,parttime,6112 Community colleges and C.E.G.E.P.s,431129.6,Married,With Spouse,,,74,141764,N,Y,E
Male,fulltime,9191 International and other extra-territorial public administration,421070,Married,With Spouse,,,36,141765,Y,N,F
Female,fulltime,5414 Specialized design services,421822.9,Single,Group,Apprenticeship,,31,141766,Y,Y,E
Male,fulltime,Retired,47691.7,Married,With Spouse,,,42,141767,Y,Y,E
Female,parttime,9120 Provincial and territorial public administration (9121 to 9129),410689.4,Divorced,With Spouse,,,71,141768,N,Y,F
Other,fulltime,Retired,416175.6,Married,With Spouse,,,40,141769,Y,Y,E
Male,fulltime,5414 Specialized design services,46913.85,Divorced,,,,73,141770,Y,N,E
Female,parttime,"9130 Local, municipal and regional public administration (9131 and 9",428902.5,Married,With Spouse,,,50,141771,Y,Y,F
Female,fulltime,,400000,Single,With Parent,Secondary,1,29,141772,N,Y,E
Male,fulltime,Retired,416877.7,Married,With Spouse,,,39,141773,Y,Y,E
Female,fulltime,5415 Computer systems design and related services,36160.6,Married,With Spouse,,,62,141774,Y,Y,F
Female,fulltime,"5413 Architectural, engineering and related services",64864.6,Married,With Spouse,,,62,141775,Y,N,E
Female,fulltime,,400000,Married,With Spouse,,,61,141776,N,Y,E
Female,fulltime,Retired,418790.1,Widowed,Group,,,46,141777,Y,Y,F
Male,fulltime,5191 Other information services,35742.8,Married,With Spouse,,,68,141778,Y,Y,E
Female,parttime,6219 Other ambulatory health care services,404645.74,Single,With Parent,College,,33,141779,Y,Y,E
Female,fulltime,"5242 Agencies, brokerages and other insurance related activities",35179,Married,With Spouse,,,42,141780,N,N,F
Male,fulltime,6113 Universities,84713.6,Single,,,,56,141781,Y,Y,E
Female,fulltime,7211 Traveller accommodations,88459.15,Married,With Spouse,,,61,141782,Y,Y,E
Female,fulltime,6113 Universities,40183,Married,With Spouse,,,46,141783,Y,Y,F
Male,fulltime,"9130 Local, municipal and regional public administration (9131 and 9",56237,Married,With Spouse,,,41,141784,N,Y,E
Male,fulltime,Retired,415068.2,Married,With Spouse,,,39,141785,Y,N,E
Male,fulltime,,400000,Divorced,,,,60,141786,Y,Y,F
Other,fulltime,,400000,Married,With Spouse,,,50,141787,Y,Y,E
Female,fulltime,7222 Limited-service restaurants,136605.05,Separate,,,,58,141788,N,Y,E
Other,fulltime,3361 Motor vehicle manufacturing,425075.38,Single,,Apprenticeship,,29,141789,Y,Y,F
Other,fulltime,Retired,420167,Married,With Spouse,,,76,141790,Y,N,E
Female,fulltime,Retired,59357.9,Divorced,,,,42,141791,Y,Y,E
Male,fulltime,Retired,425078.9,Married,With Spouse,,,46,141792,N,Y,F
Other,fulltime,9120 Provincial and territorial public administration (9121 to 9129),431089,Married,,,,36,141793,Y,Y,E
Male,parttime,7139 Other amusement and recreation industries,414942.4,Single,With Parent,,,50,141794,Y,Y,E
Female,fulltime,3222 Converted paper product manufacturing,46750,Divorced,With Parent,,,45,141795,Y,N,F
Female,parttime,"2373 Highway, street and bridge construction",417878.41,Single,Group,Apprenticeship,,27,141796,N,Y,E
Male,parttime,5311 Lessors of real estate,408868.42,Single,With Spouse,Apprenticeship,,29,141797,Y,Y,E
Female,fulltime,,400000,Separate,,,,50,141798,Y,Y,F
Other,fulltime,Retired,434750.8,Married,With Spouse,,,76,141799,Y,Y,E
Female,fulltime,,424048.42,Single,Group,Apprenticeship,,27,141800,N,N,E
Male,fulltime,2362 Non-residential building construction,420338,Separate,With Parent,,,37,141801,Y,Y,F
Female,fulltime,,400000,Single,With Parent,Secondary,1,28,141802,Y,Y,E
Female,parttime,4131 Food wholesaler-distributors,421704.65,Married,With Spouse,,,64,141803,Y,Y,E
Female,fulltime,9112-9119 Other federal services,74385.45,Married,With Spouse,,,56,141804,N,Y,F
Male,fulltime,5112 Software publishers,42191,Married,With Spouse,,,37,141805,Y,N,E
Male,fulltime,6115 Technical and trade schools,429480,Married,,,,35,141806,Y,Y,E
Male,fulltime,"5416 Management, scientific and technical consulting services",84741.8,Married,With Spouse,,,48,141807,Y,Y,F
Female,fulltime,4461 Health and personal care stores,184269.1,Widowed,,,,57,141808,N,Y,E
Male,parttime,5239 Other financial investment activities,430962.4,Married,With Spouse,,,74,141809,Y,Y,E
Male,parttime,5121 Motion picture and video industries,418975.33,Single,Group,Apprenticeship,,26,141810,Y,N,F
Other,fulltime,5241 Insurance carriers,114136.35,Single,,,,58,141811,Y,Y,E
Female,fulltime,Retired,431132.5,Married,With Spouse,,,43,141812,N,Y,E
Male,fulltime,7222 Limited-service restaurants,427386.37,Single,,Apprenticeship,,34,141813,Y,Y,F
Other,fulltime,4811 Scheduled air transportation,425598.1,Single,Group,College,,26,141814,Y,Y,E
Other,fulltime,5221 Depository credit intermediation,43528.65,Married,With Spouse,,,62,141815,Y,N,E
Other,fulltime,"5412 Accounting, tax preparation, bookkeeping and payroll services",43758.9,Single,With Spouse,,,64,141816,N,Y,F
Female,fulltime,Retired,421025.9,Married,With Spouse,,,77,141817,Y,Y,E
Male,fulltime,3231 Printing and related support activities,50579.3,Single,With Parent,,,58,141818,Y,Y,E
Male,fulltime,Retired,413997.2,Married,With Spouse,,,41,141819,Y,Y,F
Male,fulltime,4431 Electronics and appliances stores,429042.31,Single,,Apprenticeship,,28,141820,N,N,E
Male,fulltime,Retired,54804.4,Married,With Spouse,,,75,141821,Y,Y,E
Other,parttime,"9130 Local, municipal and regional public administration (9131 and 9",420453.9,Married,With Spouse,,,62,141822,Y,Y,F
Female,fulltime,5121 Motion picture and video industries,132573.1,Married,With Spouse,,,50,141823,Y,Y,E
Male,parttime,9120 Provincial and territorial public administration (9121 to 9129),409267.39,Single,With Parent,College,,26,141824,N,Y,E
Male,fulltime,5614 Business support services,69879.7,Single,,,,44,141825,Y,N,F
Female,fulltime,5121 Motion picture and video industries,55035.2,Married,With Spouse,,,44,141826,Y,Y,E
Female,fulltime,Retired,415276.1,Divorced,Group,,,77,141827,Y,Y,E
Male,parttime,"4532 Office supplies, stationery and gift stores",408464.17,Single,With Parent,College,,34,141828,N,Y,F
Female,fulltime,Retired,420617.8,Married,With Spouse,,,77,141829,Y,Y,E
Other,fulltime,"4179 Other machinery, equipment and supplies wholesaler-distributors",47512.25,Divorced,With Spouse,,,60,141830,Y,N,E
Female,fulltime,4821 Rail transportation,43421.07,Married,With Spouse,Apprenticeship,,33,141831,Y,Y,F
Male,fulltime,,400000,Divorced,With Spouse,,,61,141832,N,Y,E
Female,fulltime,5222 Non-depository credit intermediation,109377.65,Married,With Spouse,,,59,141833,Y,Y,E
Male,fulltime,,400000,Single,,Apprenticeship,,33,141834,Y,Y,F
Female,fulltime,Retired,56339.5,Widowed,,,,55,141835,Y,N,E
Female,fulltime,5231 Securities and commodity contracts intermediation and brokerage,146632.5,Divorced,,,,64,141836,N,Y,E
Male,parttime,5617 Services to buildings and dwellings,411709,Married,With Spouse,,,42,141837,Y,Y,F
Female,fulltime,4884 Support activities for road transportation,38895.85,Married,With Spouse,,,74,141838,Y,Y,E
Male,parttime,3222 Converted paper product manufacturing,415814.59,Married,With Spouse,Apprenticeship,,34,141839,Y,Y,E
Female,fulltime,Retired,71338.4,Widowed,,,,43,141840,N,N,F
Other,parttime,5239 Other financial investment activities,413928.9,Married,With Spouse,,,68,141841,Y,Y,E
Other,fulltime,,400000,Single,,,,57,141842,Y,Y,E
Male,parttime,4421 Furniture stores,409002.73,Single,With Parent,College,,33,141843,Y,Y,F
Female,fulltime,4481 Clothing stores,53139,Married,With Spouse,,,38,141844,N,Y,E
Female,fulltime,5221 Depository credit intermediation,105350.3,Single,Group,,,49,141845,Y,N,E
Female,fulltime,5241 Insurance carriers,425989.48,Single,Group,College,,34,141846,Y,Y,F
Male,fulltime,Retired,410259.2,Married,With Spouse,,,46,141847,Y,Y,E
Female,parttime,8111 Automotive repair and maintenance,417928.9,Married,With Spouse,,,52,141848,N,Y,E
Other,fulltime,8132 Grant-making and giving services,39947.5,Married,With Spouse,,,66,141849,Y,Y,F
Female,fulltime,Retired,47555.2,Widowed,,,,46,141850,Y,N,E
Male,fulltime,5241 Insurance carriers,85764.1,Divorced,With Spouse,,,65,141851,Y,Y,E
Male,fulltime,Retired,36413.3,Married,With Spouse,,,50,141852,N,Y,F
Female,fulltime,8141 Private households,37832,Married,With Spouse,,,35,141853,Y,Y,E
Female,parttime,3116 Meat product manufacturing,416971,Divorced,With Parent,,,36,141854,Y,Y,E
Male,fulltime,5411 Legal services,46985.4,Married,With Spouse,,,48,141855,Y,N,F
Other,parttime,5415 Computer systems design and related services,426400,Separate,Group,,,50,141856,N,Y,E
